"NTEE","NTEE2","level1","level2","level3","level4","level5","level1.label","level2.label","level3.label","level4.label","level5.label","keywords"
"H81","HEL-H81-RG","HEL","Hxx","H8x","H81","RG","Health","Medical Research","Specifically Named Diseases Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of AIDS, a disease that impairs the functioning of the bodys immune system, leaving affected individuals vulnerable to illnesses that would not otherwise occur.","Regular Nonprofit","Acquired Immunodeficiency Syndrome Research, HIV Related Diseases Research, HIV Research, HIV/AIDS Research, Human Immunodeficiency Virus Research"
"H83","HEL-H83-RG","HEL","Hxx","H8x","H83","RG","Health","Medical Research","Specifically Named Diseases Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of Alzheimers disease, a form of presenile dementia which is caused by atrophy of the front and occipital lobes of the brain.","Regular Nonprofit",""
"H84","HEL-H84-RG","HEL","Hxx","H8x","H84","RG","Health","Medical Research","Specifically Named Diseases Research","Organizations that conduct research which can be used to improve the prevention, diagnosis and treatment of autism, a developmental disability, usually evident by age three, which affects a childs ability to communicate, understand language, play and relate to others.","Regular Nonprofit","Aspergers Disorder Research, Autistic Disorder Research, Childhood Disintegration Disorder Research, Pervasive Developmental Disorder Research"
"H90","HEL-H90-RG","HEL","Hxx","H9x","H90","RG","Health","Medical Research","Medical Disciplines Research","Organizations that conduct research which can be used to improve the options available to physicians who have special training and expertise in one clinical area of practice which focuses on a specific age group, an organ system of the body, or complex scientific techniques developed to diagnose or treat certain types of disorders. Use this code for organizations whose research covers a wide variety of medical disciplines or those that are not specified below.","Regular Nonprofit","Anesthesiology Research, Cardiology Research, Cardiovascular Medicine Research, Chiropractic Research, Dermatology Research, Emergency Medicine Research, Endocrinology Research, Family Practice Research, Forensic Medicine Research, Gastroenterology Research, Geriatrics Research, Gynecologists Research, Hematology Research, Immunology Research, Infectious Disease Research, Internal Medicine Research, Mortuary Science Research, Nephrology Research, Nuclear Medicine Research, OB/GYN Research, Obstetric/Gynecology Research, Occupational Medicine Research, Oncology Research, Ophthalmology Research, Optometry Research, Osteopathic Medicine Research, Otolaryngology Research, Pathology Research, Phlebology Research, Physical Medicine Research, Podiatry Research, Preventive Medicine Research, Psychiatry Research, Pulmonary Disease Specialists Research, Radiology Research, Rehabilitative Medicine Research, Reproductive Medicine Research, Rheumatology Research, Urology Research, Venereology Research"
"H92","HEL-H92-RG","HEL","Hxx","H9x","H92","RG","Health","Medical Research","Medical Disciplines Research","Organizations that conduct research which can be used to improve the options available to physicians who have advanced training in the development, implantation and utilization of cardiac pacemakers, cochlear implants and other hearing aids, artificial limbs and joints and other similar devices.","Regular Nonprofit","Biomedical Engineering Research, Biomedical Research, Biomedicine Research, Clinical Engineering Research, Rehabilitation Engineering Research"
"H94","HEL-H94-RG","HEL","Hxx","H9x","H94","RG","Health","Medical Research","Medical Disciplines Research","Organizations that conduct research which can be used to improve the options available to physicians who have advanced training in the medical specialty which provides preventive, diagnostic and treatment services for elderly individuals who have diseases or conditions that are associated with the aging process.","Regular Nonprofit",""
"H96","HEL-H96-RG","HEL","Hxx","H9x","H96","RG","Health","Medical Research","Medical Disciplines Research","Organizations that conduct research which can be used to improve the options available to physicians who have advanced training in the medical specialty which provides comprehensive medical management including preventive, diagnostic and treatment services for individuals who have diseases or injuries that affect the central, peripheral or autonomic nervous systems including the brain, cranial nerves, spinal cord, spinal nerves and other related structures.","Regular Nonprofit","Neurology Research, Neurosciences Research"
"H98","HEL-H98-RG","HEL","Hxx","H9x","H98","RG","Health","Medical Research","Medical Disciplines Research","Organizations that conduct research which can be used to improve the options available to physicians who have advanced training in the biological, social and environmental factors that have an influence on a developing child and expertise in diagnosing and treating acute and chronic diseases that are common to children and youth.","Regular Nonprofit","Neonatology Research, Perinatology Research"
"H99","HEL-H99-RG","HEL","Hxx","H9x","H99","RG","Health","Medical Research","Medical Disciplines Research","Use this code for organizations that clearly provide services related to research regarding diseases, disorders or medical specialties where the major purpose is unclear enough that a more specific code cannot be accurately assigned.","Regular Nonprofit",""
"H9B","HEL-H9B-RG","HEL","Hxx","H9x","H9B","RG","Health","Medical Research","Medical Disciplines Research","Organizations that conduct research which can be used to improve the options available to physicians who have advanced training in the medical specialty which diagnoses conditions which require surgical intervention and provide preoperative, operative and postoperative care for surgical patients.","Regular Nonprofit","Colon & Rectal Surgery, Colorectal Surgery Research, Cosmetic Surgery Research, Neurological Surgery Research, Neurosurgery Research, Orthopedics Research, Orthopedic Surgery Research, Plastic Surgery Research, Reconstructive Surgery Research, Thoracic Surgery Research, Traumatology Research"
"I01","HMS-I00-AA","HMS","Ixx","I0x","I00","AA","Human Services","Crime & Legal-Related","Alliance/Advocacy Organization for a nonprofit in crime & legal-related.","Alliance/Advocacy Organization for a nonprofit in crime & legal-related.","Alliance/Advocacy Organization","Lobbying, Public Awareness"
"I0120","HMS-I20-AA","HMS","Ixx","I2x","I20","AA","Human Services","Crime & Legal-Related","Alliance/Advocacy Organization for a nonprofit in crime & legal-related.","Organizations that provide information and services that help the public protect themselves from crime or which prevent its occurrence. Also included are organizations that provide a mechanism for reporting crimes. Use this code for crime prevention programs not specified below.","Alliance/Advocacy Organization",NA
"I0121","HMS-I21-AA","HMS","Ixx","I2x","I21","AA","Human Services","Crime & Legal-Related","Alliance/Advocacy Organization for a nonprofit in crime & legal-related.","Organizations that offer a variety of activities for youth who have demonstrated or are at risk for behavior which is likely to be unlawful or to involve them in the juvenile justice system. Also included are community councils, coalitions and other groups whose primary purpose is to prevent delinquency.","Alliance/Advocacy Organization",NA
"I0150","HMS-I50-AA","HMS","Ixx","I5x","I50","AA","Human Services","Crime & Legal-Related","Alliance/Advocacy Organization for a nonprofit in crime & legal-related.","Organizations that are concerned with court administration; court reform including the rights and privileges of prisoners, incarceration alternatives and other criminal justice issues; and alternatives to litigation.","Alliance/Advocacy Organization",NA
"I0160","HMS-I60-AA","HMS","Ixx","I6x","I60","AA","Human Services","Crime & Legal-Related","Alliance/Advocacy Organization for a nonprofit in crime & legal-related.","Law enforcement associations, advisory councils or other nonprofit community groups that provide advice and direction for police departments; auxiliaries or other community-based organizations that collect and disburse money in aid of injured police officers or in support of local law enforcement activities; and other nonprofit groups that have an interest in law enforcement issues.","Alliance/Advocacy Organization",NA
"I0170","HMS-I70-AA","HMS","Ixx","I7x","I70","AA","Human Services","Crime & Legal-Related","Alliance/Advocacy Organization for a nonprofit in crime & legal-related.","Organizations that attempt to reduce the incidence of child abuse, elder abuse and spouse abuse in family settings through educational interventions which may focus on children of various ages, parents, people who work with families and/or the community at large.","Alliance/Advocacy Organization",NA
"I0171","HMS-I71-AA","HMS","Ixx","I7x","I71","AA","Human Services","Crime & Legal-Related","Alliance/Advocacy Organization for a nonprofit in crime & legal-related.","Organizations that deal specifically with the prevention of domestic violence through educational interventions which may focus on batterers, people at risk for domestic violence, people who work with battered women and/or the community at large.","Alliance/Advocacy Organization",NA
"I0172","HMS-I72-AA","HMS","Ixx","I7x","I72","AA","Human Services","Crime & Legal-Related","Alliance/Advocacy Organization for a nonprofit in crime & legal-related.","Organizations that deal specifically with the prevention of child abuse including incest through educational interventions which may focus on children of various ages, parents, people who work with families and/or the community at large.","Alliance/Advocacy Organization",NA
"I0173","HMS-I73-AA","HMS","Ixx","I7x","I73","AA","Human Services","Crime & Legal-Related","Alliance/Advocacy Organization for a nonprofit in crime & legal-related.","Organizations that deal specifically with the prevention of sexual assault (for adults and children).","Alliance/Advocacy Organization",NA
"I0180","HMS-I80-AA","HMS","Ixx","I8x","I80","AA","Human Services","Crime & Legal-Related","Alliance/Advocacy Organization for a nonprofit in crime & legal-related.","Organizations that provide general legal aid regarding criminal and/or civil matters at little or no cost for individuals who are economically disadvantaged.","Alliance/Advocacy Organization",NA
"I02","HMS-I00-MT","HMS","Ixx","I0x","I00","MT","Human Services","Crime & Legal-Related","Organization providing management and technical assistance for a nonprofit in crime & legal-related.","Organization providing management and technical assistance for a nonprofit in crime & legal-related.","Management and Technical Assistance","Professional Continuing Education"
"I0250","HMS-I50-MT","HMS","Ixx","I5x","I50","MT","Human Services","Crime & Legal-Related","Organization providing management and technical assistance for a nonprofit in crime & legal-related.","Organizations that are concerned with court administration; court reform including the rights and privileges of prisoners, incarceration alternatives and other criminal justice issues; and alternatives to litigation.","Management and Technical Assistance",NA
"I0260","HMS-I60-MT","HMS","Ixx","I6x","I60","MT","Human Services","Crime & Legal-Related","Organization providing management and technical assistance for a nonprofit in crime & legal-related.","Law enforcement associations, advisory councils or other nonprofit community groups that provide advice and direction for police departments; auxiliaries or other community-based organizations that collect and disburse money in aid of injured police officers or in support of local law enforcement activities; and other nonprofit groups that have an interest in law enforcement issues.","Management and Technical Assistance",NA
"I0273","HMS-I73-MT","HMS","Ixx","I7x","I73","MT","Human Services","Crime & Legal-Related","Organization providing management and technical assistance for a nonprofit in crime & legal-related.","Organizations that deal specifically with the prevention of sexual assault (for adults and children).","Management and Technical Assistance",NA
"I0280","HMS-I80-MT","HMS","Ixx","I8x","I80","MT","Human Services","Crime & Legal-Related","Organization providing management and technical assistance for a nonprofit in crime & legal-related.","Organizations that provide general legal aid regarding criminal and/or civil matters at little or no cost for individuals who are economically disadvantaged.","Management and Technical Assistance",NA
"I03","HMS-I00-PA","HMS","Ixx","I0x","I00","PA","Human Services","Crime & Legal-Related","Professional Society/Association in crime & legal-related.","Professional Society/Association in crime & legal-related.","Professional Society/Association","Associations of Crisis Negotiators, Association of Hostage Negotiators, Crisis Negotiation Associations, Hostage Association Negotiators"
"I0321","HMS-I21-PA","HMS","Ixx","I2x","I21","PA","Human Services","Crime & Legal-Related","Professional Society/Association in crime & legal-related.","Organizations that offer a variety of activities for youth who have demonstrated or are at risk for behavior which is likely to be unlawful or to involve them in the juvenile justice system. Also included are community councils, coalitions and other groups whose primary purpose is to prevent delinquency.","Professional Society/Association",NA
"I0350","HMS-I50-PA","HMS","Ixx","I5x","I50","PA","Human Services","Crime & Legal-Related","Professional Society/Association in crime & legal-related.","Organizations that are concerned with court administration; court reform including the rights and privileges of prisoners, incarceration alternatives and other criminal justice issues; and alternatives to litigation.","Professional Society/Association",NA
"I0360","HMS-I60-PA","HMS","Ixx","I6x","I60","PA","Human Services","Crime & Legal-Related","Professional Society/Association in crime & legal-related.","Law enforcement associations, advisory councils or other nonprofit community groups that provide advice and direction for police departments; auxiliaries or other community-based organizations that collect and disburse money in aid of injured police officers or in support of local law enforcement activities; and other nonprofit groups that have an interest in law enforcement issues.","Professional Society/Association",NA
"I0372","HMS-I72-PA","HMS","Ixx","I7x","I72","PA","Human Services","Crime & Legal-Related","Professional Society/Association in crime & legal-related.","Organizations that deal specifically with the prevention of child abuse including incest through educational interventions which may focus on children of various ages, parents, people who work with families and/or the community at large.","Professional Society/Association",NA
"I0380","HMS-I80-PA","HMS","Ixx","I8x","I80","PA","Human Services","Crime & Legal-Related","Professional Society/Association in crime & legal-related.","Organizations that provide general legal aid regarding criminal and/or civil matters at little or no cost for individuals who are economically disadvantaged.","Professional Society/Association",NA
"I05","HMS-I00-RP","HMS","Ixx","I0x","I00","RP","Human Services","Crime & Legal-Related","Research Institute and/or Public Policy Analysis in crime & legal-related.","Research Institute and/or Public Policy Analysis in crime & legal-related.","Research Institute and/or Public Policy Analysis",""
"I0521","HMS-I21-RP","HMS","Ixx","I2x","I21","RP","Human Services","Crime & Legal-Related","Research Institute and/or Public Policy Analysis in crime & legal-related.","Organizations that offer a variety of activities for youth who have demonstrated or are at risk for behavior which is likely to be unlawful or to involve them in the juvenile justice system. Also included are community councils, coalitions and other groups whose primary purpose is to prevent delinquency.","Research Institute and/or Public Policy Analysis",NA
"I0540","HMS-I40-RP","HMS","Ixx","I4x","I40","RP","Human Services","Crime & Legal-Related","Research Institute and/or Public Policy Analysis in crime & legal-related.","Organizations that provide counseling, job seeking assistance and other nonresidential supportive services that help adult and/or juvenile offenders re-integrate into the community following their release from a correctional facility. Use this code for rehabilitation services not specified below.","Research Institute and/or Public Policy Analysis",NA
"I0550","HMS-I50-RP","HMS","Ixx","I5x","I50","RP","Human Services","Crime & Legal-Related","Research Institute and/or Public Policy Analysis in crime & legal-related.","Organizations that are concerned with court administration; court reform including the rights and privileges of prisoners, incarceration alternatives and other criminal justice issues; and alternatives to litigation.","Research Institute and/or Public Policy Analysis",NA
"I0570","HMS-I70-RP","HMS","Ixx","I7x","I70","RP","Human Services","Crime & Legal-Related","Research Institute and/or Public Policy Analysis in crime & legal-related.","Organizations that attempt to reduce the incidence of child abuse, elder abuse and spouse abuse in family settings through educational interventions which may focus on children of various ages, parents, people who work with families and/or the community at large.","Research Institute and/or Public Policy Analysis",NA
"I0580","HMS-I80-RP","HMS","Ixx","I8x","I80","RP","Human Services","Crime & Legal-Related","Research Institute and/or Public Policy Analysis in crime & legal-related.","Organizations that provide general legal aid regarding criminal and/or civil matters at little or no cost for individuals who are economically disadvantaged.","Research Institute and/or Public Policy Analysis",NA
"I11","HMS-I00-MS","HMS","Ixx","I0x","I00","MS","Human Services","Crime & Legal-Related","Providing monetary support to a sinlge organization in crime & legal-related.","Providing monetary support to a sinlge organization in crime & legal-related.","Monetary Support - Single Organization",""
"I1130","HMS-I30-MS","HMS","Ixx","I3x","I30","MS","Human Services","Crime & Legal-Related","Providing monetary support to a sinlge organization in crime & legal-related.","Privately operated, community-based nonprofit correctional facilities for adults or juveniles who have been sentenced to imprisonment after conviction for an offense. These facilities serve the same function as government-operated programs, and most operate on a contract with the county or the state.","Monetary Support - Single Organization",NA
"I1131","HMS-I31-MS","HMS","Ixx","I3x","I31","MS","Human Services","Crime & Legal-Related","Providing monetary support to a sinlge organization in crime & legal-related.","Community-based residential facilities which allow adult and juvenile offenders with satisfactory behavior to transition back to the community during the last months of their sentences or which provide congregate living arrangements and supportive services for ex-offenders to help them successfully reenter the community and become self-sufficient. These facilities are known as work release centers, prerelease centers, rehabilitation centers and group homes for juvenile offenders or status offenders.","Monetary Support - Single Organization",NA
"I1160","HMS-I60-MS","HMS","Ixx","I6x","I60","MS","Human Services","Crime & Legal-Related","Providing monetary support to a sinlge organization in crime & legal-related.","Law enforcement associations, advisory councils or other nonprofit community groups that provide advice and direction for police departments; auxiliaries or other community-based organizations that collect and disburse money in aid of injured police officers or in support of local law enforcement activities; and other nonprofit groups that have an interest in law enforcement issues.","Monetary Support - Single Organization",NA
"I1171","HMS-I71-MS","HMS","Ixx","I7x","I71","MS","Human Services","Crime & Legal-Related","Providing monetary support to a sinlge organization in crime & legal-related.","Organizations that deal specifically with the prevention of domestic violence through educational interventions which may focus on batterers, people at risk for domestic violence, people who work with battered women and/or the community at large.","Monetary Support - Single Organization",NA
"I1180","HMS-I80-MS","HMS","Ixx","I8x","I80","MS","Human Services","Crime & Legal-Related","Providing monetary support to a sinlge organization in crime & legal-related.","Organizations that provide general legal aid regarding criminal and/or civil matters at little or no cost for individuals who are economically disadvantaged.","Monetary Support - Single Organization",NA
"I12","HMS-I00-MM","HMS","Ixx","I0x","I00","MM","Human Services","Crime & Legal-Related","Providing monetary support to multiple organizations in crime & legal-related.","Providing monetary support to multiple organizations in crime & legal-related.","Monetary Support - Multiple Organizations",""
"I1260","HMS-I60-MM","HMS","Ixx","I6x","I60","MM","Human Services","Crime & Legal-Related","Providing monetary support to multiple organizations in crime & legal-related.","Law enforcement associations, advisory councils or other nonprofit community groups that provide advice and direction for police departments; auxiliaries or other community-based organizations that collect and disburse money in aid of injured police officers or in support of local law enforcement activities; and other nonprofit groups that have an interest in law enforcement issues.","Monetary Support - Multiple Organizations",NA
"I1280","HMS-I80-MM","HMS","Ixx","I8x","I80","MM","Human Services","Crime & Legal-Related","Providing monetary support to multiple organizations in crime & legal-related.","Organizations that provide general legal aid regarding criminal and/or civil matters at little or no cost for individuals who are economically disadvantaged.","Monetary Support - Multiple Organizations",NA
"I19","HMS-I00-NS","HMS","Ixx","I0x","I00","NS","Human Services","Crime & Legal-Related","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit incrime & legal-related.","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit incrime & legal-related.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",""
"I1920","HMS-I20-NS","HMS","Ixx","I2x","I20","NS","Human Services","Crime & Legal-Related","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit incrime & legal-related.","Organizations that provide information and services that help the public protect themselves from crime or which prevent its occurrence. Also included are organizations that provide a mechanism for reporting crimes. Use this code for crime prevention programs not specified below.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",NA
"I1951","HMS-I51-NS","HMS","Ixx","I5x","I51","NS","Human Services","Crime & Legal-Related","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit incrime & legal-related.","Organizations that provide mediation services which help individuals who are having a dispute discuss the situation and reach an agreement without resorting to litigation.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",NA
"I1972","HMS-I72-NS","HMS","Ixx","I7x","I72","NS","Human Services","Crime & Legal-Related","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit incrime & legal-related.","Organizations that deal specifically with the prevention of child abuse including incest through educational interventions which may focus on children of various ages, parents, people who work with families and/or the community at large.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",NA
"I1980","HMS-I80-NS","HMS","Ixx","I8x","I80","NS","Human Services","Crime & Legal-Related","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit incrime & legal-related.","Organizations that provide general legal aid regarding criminal and/or civil matters at little or no cost for individuals who are economically disadvantaged.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",NA
"I20","HMS-I20-RG","HMS","Ixx","I2x","I20","RG","Human Services","Crime & Legal-Related","Crime Prevention","Organizations that provide information and services that help the public protect themselves from crime or which prevent its occurrence. Also included are organizations that provide a mechanism for reporting crimes. Use this code for crime prevention programs not specified below.","Regular Nonprofit","Anti-Crime Patrols, Arson Prevention, Block Parents, Block Watch, Child Finger Television, Citizen Crime Reporting, Citizen Patrols, Citizens Crime Watch, Civilian Crime Patrols, Community Watch, Crime Reporting, Crime Prevention, Crime Watch, Crime Stoppers, Crimebusters, Crimestoppers, Crimewatch, Dangerous Weapons Regulation and Control, Firearms Control, Fraud Reporting, Gun Control, Hate Crime Prevention, Home Alert, Kidnapped Children, Missing Children, Missing Persons, Neighborhood Watch, Online Crime Prevention, Self-Defense, Tip Lines, Violence Prevention"
"I21","HMS-I21-RG","HMS","Ixx","I2x","I21","RG","Human Services","Crime & Legal-Related","Crime Prevention","Organizations that offer a variety of activities for youth who have demonstrated or are at risk for behavior which is likely to be unlawful or to involve them in the juvenile justice system. Also included are community councils, coalitions and other groups whose primary purpose is to prevent delinquency.","Regular Nonprofit","Gang Related, Juvenile Delinquency Prevention, SADD, Students Against Destructive Decisions, Students Against Drunk Driving, Youth Crime Prevention"
"I23","HMS-I23-RG","HMS","Ixx","I2x","I23","RG","Human Services","Crime & Legal-Related","Crime Prevention","Organizations that provide first and multiple offender drunk driving programs for adults and juveniles or which offer transportation services for drinking drivers. Also includes community action groups like MADD that are against drunk driving.","Regular Nonprofit","Designated Drivers, Drinking Drivers, Drinking/Drug Impaired Driver Transportation, Driving Under the Influence, Drunk Driver Transportation, Drunk Driving, DUI, DWI, MADD, Mothers Against Drunk Drivers, Offender Drinking Drivers, Public Inebriate Transportation"
"I30","HMS-I30-RG","HMS","Ixx","I3x","I30","RG","Human Services","Crime & Legal-Related","Correctional Facilities","Privately operated, community-based nonprofit correctional facilities for adults or juveniles who have been sentenced to imprisonment after conviction for an offense. These facilities serve the same function as government-operated programs, and most operate on a contract with the county or the state.","Regular Nonprofit","Detention of Alleged Law Violators, Detention of Law Violators, Jails, Penitentiaries, Prisons"
"I31","HMS-I31-RG","HMS","Ixx","I3x","I31","RG","Human Services","Crime & Legal-Related","Correctional Facilities","Community-based residential facilities which allow adult and juvenile offenders with satisfactory behavior to transition back to the community during the last months of their sentences or which provide congregate living arrangements and supportive services for ex-offenders to help them successfully reenter the community and become self-sufficient. These facilities are known as work release centers, prerelease centers, rehabilitation centers and group homes for juvenile offenders or status offenders.","Regular Nonprofit","Half-Way Houses for Ex-Offenders, Half-Way Houses for Offenders, Prerelease Centers, Transitional Care for Ex-Offenders, Transitional Care for Offenders, Work Release Centers"
"I40","HMS-I40-RG","HMS","Ixx","I4x","I40","RG","Human Services","Crime & Legal-Related","Rehabilitation Services for Offenders","Organizations that provide counseling, job seeking assistance and other nonresidential supportive services that help adult and/or juvenile offenders re-integrate into the community following their release from a correctional facility. Use this code for rehabilitation services not specified below.","Regular Nonprofit","Bail Assistance, Correctional Restitution, Court Referral, Day Reporting Centers, Electronic Monitoring of Detention, Ex-Offender Counseling, Ex-Offender Reentry, Juvenile Parole, Parole, Pre-Release, Pretrial Electronic Monitoring, Pretrial Release, Probation, Restorative Justice, Teen Court, Victim/Offender Reconciliation, VORP, Work Furlough, Work Release, Youth Court"
"I43","HMS-I43-RG","HMS","Ixx","I4x","I43","RG","Human Services","Crime & Legal-Related","Rehabilitation Services for Offenders","Organizations that provide emotional support, friendship, advice and guidance or other types of support for inmates while they are incarcerated and/or which facilitate contact between inmates and family members.","Regular Nonprofit","Correctional Education, Family Visitation, Family Visitation Support, Inmate Counseling, Inmate Pre-Release Reentry, Inmate Support, Inmate Visitation, Inmate Visiting Transportation, Jail Visitation, Offender Advocates, Pregnant/Parenting Inmate Support, Prison Libraries, Prison Ministries, Prison Visitation, Prisoner Locator, Volunteer Inmate Visiting, Volunteer Jail Visiting"
"I44","HMS-I44-RG","HMS","Ixx","I4x","I44","RG","Human Services","Crime & Legal-Related","Rehabilitation Services for Offenders","Organizations that provide intensive treatment and rehabilitation services for adult or juvenile offenders. The focus of the service is on rehabilitation of the offender rather than preparation for release into the community.","Regular Nonprofit","Adult Diversion, Alternatives to Incarceration, Community Corrections, Community-Based Correctional Facility, Day Treatment for Offenders, Diversion, Group Homes for Offenders, Home Confinement, Housing, Intensive Supervision of Offenders, Juvenile Alternative Sentencing, Juvenile Detention Facilities, Juvenile Detention Homes, Juvenile Diversion, Juvenile Justice System, Prison Alternatives, Prison Boot Camps, Reformatories, Residential Restitution Centers, Residential Treatment Facilities for Offenders, Weekend Sentences"
"I50","HMS-I50-RG","HMS","Ixx","I5x","I50","RG","Human Services","Crime & Legal-Related","Administration of Justice","Organizations that are concerned with court administration; court reform including the rights and privileges of prisoners, incarceration alternatives and other criminal justice issues; and alternatives to litigation.","Regular Nonprofit","Administration of Justice, Alternatives to Litigation, Bail Deviation, Court Administration, Court Orientation for Offenders, Court Reform, Courts, Criminal Justice Systems, Expert Witnesses, Penal Reform, Prison Reform"
"I51","HMS-I51-RG","HMS","Ixx","I5x","I51","RG","Human Services","Crime & Legal-Related","Administration of Justice","Organizations that provide mediation services which help individuals who are having a dispute discuss the situation and reach an agreement without resorting to litigation.","Regular Nonprofit","Alternative Dispute Resolution, Alternative to Litigation, Arbitration, Conflict Resolution, Dispute Resolution, Dissolution Assistance, Labor Mediation, Landlord/Tenant Mediation, Mediation, Mini-Trials"
"I60","HMS-I60-RG","HMS","Ixx","I6x","I60","RG","Human Services","Crime & Legal-Related","Law Enforcement","Law enforcement associations, advisory councils or other nonprofit community groups that provide advice and direction for police departments; auxiliaries or other community-based organizations that collect and disburse money in aid of injured police officers or in support of local law enforcement activities; and other nonprofit groups that have an interest in law enforcement issues.","Regular Nonprofit","Fraternal Order of Police, K-9 Police team, Law Enforcement Agencies, Police Academies, Police Auxiliaries, Police Benefit Associations, Police Benevolent Associations, Police Chaplains, Police Departments, Police Protective Associations, Police Reserves, Police Training, Sheriffs Associations, Sheriff's Posse, Sheriffs Posse"
"I70","HMS-I70-RG","HMS","Ixx","I7x","I70","RG","Human Services","Crime & Legal-Related","Protection Against Abuse","Organizations that attempt to reduce the incidence of child abuse, elder abuse and spouse abuse in family settings through educational interventions which may focus on children of various ages, parents, people who work with families and/or the community at large.","Regular Nonprofit","Abuse of the Elderly, Abuse Prevention, Crimes Against the Elderly, Domestic Violence, Elder Abuse, Granny Bashing, Granny Dumping, King Lear Syndrome, Violence in the Family, Violence Prevention, Violent Families"
"I71","HMS-I71-RG","HMS","Ixx","I7x","I71","RG","Human Services","Crime & Legal-Related","Protection Against Abuse","Organizations that deal specifically with the prevention of domestic violence through educational interventions which may focus on batterers, people at risk for domestic violence, people who work with battered women and/or the community at large.","Regular Nonprofit","Battered Husbands, Battered Wives, Conjugal Crime Prevention, Domestic Abuse Prevention, Domestic Rape Prevention, Domestic Violence, Husband Abuse Prevention, Marital Rape Prevention, Spousal Abuse Prevention, Wife Abuse Prevention"
"I72","HMS-I72-RG","HMS","Ixx","I7x","I72","RG","Human Services","Crime & Legal-Related","Protection Against Abuse","Organizations that deal specifically with the prevention of child abuse including incest through educational interventions which may focus on children of various ages, parents, people who work with families and/or the community at large.","Regular Nonprofit","Abuse of Children, Abused Children, Abusive Parents, Battered Children, CAC, Child Abuse Hotlines, Child Abuse Prevention, Child Neglect, Child Protection, Cruelty to Children, Domestic Violence, Incest, Infanticide, Parents Anonymous, Prevention of Child Mistreatment, Shaken Baby Syndrome"
"I73","HMS-I73-RG","HMS","Ixx","I7x","I73","RG","Human Services","Crime & Legal-Related","Protection Against Abuse","Organizations that deal specifically with the prevention of sexual assault (for adults and children).","Regular Nonprofit","Child Molestation Prevention, Dating Violence Prevention, Domestic Violence, Rape Prevention, Sexual Assault Prevention, Sex Offender Registration"
"I80","HMS-I80-RG","HMS","Ixx","I8x","I80","RG","Human Services","Crime & Legal-Related","Legal Services","Organizations that provide general legal aid regarding criminal and/or civil matters at little or no cost for individuals who are economically disadvantaged.","Regular Nonprofit","Court-appointed Counsel, Discrimination Assistance, Equal Employment Opportunity, Fair Housing, Fair Housing Counseling, Guardians ad Litem, Guardianship, Housing Discrimination Assistance, Housing Discrimination Counseling, Landlord/Tenant Law, Legal Aid, Legal Aid to the Poor, Legal Counseling, Legal Representation, Legal Services for Indigents, Pro Bono Cases, Public Defenders"
"I83","HMS-I83-RG","HMS","Ixx","I8x","I83","RG","Human Services","Crime & Legal-Related","Legal Services","Organizations that primarily handle class action litigation and lawsuits related to issues of interest to the public in general rather than assisting individuals.","Regular Nonprofit","Class Action Lawsuits, Public Interest Law, Public Interest Litigation"
"I99","HMS-I99-RG","HMS","Ixx","I9x","I99","RG","Human Services","Crime & Legal-Related","Crime & Legal-Related N.E.C.","Use this code for organizations that clearly provide crime and legal related services where the major purpose is unclear enough that a more specific code cannot be accurately assigned.","Regular Nonprofit",""
"J01","HMS-J00-AA","HMS","Jxx","J0x","J00","AA","Human Services","Employment","Alliance/Advocacy Organization for a nonprofit in employment.","Alliance/Advocacy Organization for a nonprofit in employment.","Alliance/Advocacy Organization","Lobbying, Public Awareness"
"J0120","HMS-J20-AA","HMS","Jxx","J2x","J20","AA","Human Services","Employment","Alliance/Advocacy Organization for a nonprofit in employment.","Organizations that help people prepare for, find, secure and retain suitable employment. Use this code for organizations that provide a wide range of employment services or those that offer employment-related services not specified below. Includes: Employment placement agencies; Job development organizations including those for youth and people with disabilities; Retraining; and Senior Community Service Employment Programs","Alliance/Advocacy Organization",NA
"J0122","HMS-J22-AA","HMS","Jxx","J2x","J22","AA","Human Services","Employment","Alliance/Advocacy Organization for a nonprofit in employment.","Organizations that train people in the specific skills they will need to obtain employment in a particular industry or which provide work experience for youth or others who have no employment history.","Alliance/Advocacy Organization",NA
"J0130","HMS-J30-AA","HMS","Jxx","J3x","J30","AA","Human Services","Employment","Alliance/Advocacy Organization for a nonprofit in employment.","Organizations that provide job training and employment experiences for individuals with disabilities, people who have been disabled by use of drugs or alcohol or people with emotional difficulties, with the objective of helping them to become economically self-sufficient.","Alliance/Advocacy Organization",NA
