"Level 1","Levels 2-4","Level 5","Category Name","Category Description"
"HMS","M00","MM","Fund Raising & Fund Distribution  (formerly M12)","Organizations that raise and distribute funds for multiple organizations within the Public Safety, Disaster Preparedness, and Relief major group area."
"HMS","M00","NS","Support N.E.C.  (formerly M19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Public Safety, Disaster Preparedness, and Relief major group area."
"HMS","M20","RG","Disaster Preparedness & Relief Services","Organizations that work to prevent, predict or control the effects of disasters (e.g. floods, earthquakes, fires, tornadoes), to educate or otherwise prepare individuals to cope with the effects of such disasters or to provide broad-based relief services to victims of such disasters. Use this code for organizations that provide a wide range of disaster services or for those that offer disaster services not specified below."
"HMS","M23","RG","Search & Rescue Squads","Volunteer and other organizations that provide emergency rescue operations and/or lifesaving activities for people who are stranded, lost, accident victims, or exposed to other life-threatening dangers. Included may be organizations that participate in air rescue, mountain rescue, sea rescue, ski rescue, traffic accident rescue and urban search and rescue operations."
"HMS","M24","RG","Fire Prevention","Organizations that are responsible for the control and extinction of fires; and the inspection of buildings, hillside property and industrial plants to ensure compliance with fire codes."
"HMS","M40","RG","Safety Education","Organizations that make the public aware of the measures that people can take to reduce the risk of accidents. Use this code for general safety programs or those that deal with a specific safety education issue not specified below."
"HMS","M41","RG","First Aid","Organizations that provide instruction in the basic lifesaving techniques that are used in the administration of emergency assistance to individuals who have been injured prior to the arrival of trained medical personnel. Includes CPR instruction and instruction in techniques for relieving an individual who is choking."
"HMS","M42","RG","Automotive Safety","Organizations that make the public aware of the measures people can take to ensure their own safety and that of others while driving or riding as passengers in a motor vehicle, riding a bicycle, roller skating, skateboarding or walking as pedestrians in traffic."
"HMS","M60","RG","Public Safety Benevolent Associations","Organizations whose primary purpose is to support the needs of public safety agencies and their personnel."
"HMS","M99","RG","Public Safety, Disaster Preparedness & Relief N.E.C.","Use this code for organizations that clearly provide public safety or disaster services where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"HMS","N","Major Group","Recreation & Sports",NA
"HMS","N00","AA","Alliances & Advocacy  (formerly N01)","Organizations whose activities focus on influencing public policy within the Recreation, Sports, Leisure, Athletics major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"HMS","N00","MT","Management & Technical Assistance  (formerly N02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Recreation, Sports, Leisure, Athletics major group area."
"HMS","N00","PA","Professional Societies & Associations  (formerly N03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Recreation, Sports, Leisure, Athletics major group area."
"HMS","N00","RP","Research Institutes & Public Policy Analysis  (formerly N05)","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Recreation, Sports, Leisure, Athletics major group area."
"HMS","N00","MS","Single Organization Support  (formerly N11)","Organizations existing as a fund-raising entity for a single institution within the Recreation & Sports major group area."
"HMS","N00","MM","Fund Raising & Fund Distribution  (formerly N12)","Organizations that raise and distribute funds for multiple organizations within the Recreation, Sports, Leisure, Athletics major group area."
"HMS","N00","NS","Support N.E.C.  (formerly N19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Recreation, Sports, Leisure, Athletics major group area."
"HMS","N20","RG","Camps","Organizations that operate facilities for cooperative group living experiences in the out-of-doors; and which provide opportunities to learn campcraft, nature lore and conservation, and participate in a wide range of indoor and outdoor recreational, athletic and group social activities including cookouts."
"HMS","N2A","RG","RV (Recreational Vehicle) Parks and Campgrounds","NULL"
"HMS","N2B","RG","Recreational and Vacation Camps (Except Campgrounds)","NULL"
"HMS","N30","RG","Physical Fitness & Community Recreational Facilities","Organizations that provide acreage and facilities for a broad range of recreational and fitness activities, sports and games. Use this code for recreational facilities available to the general public and for recreational programs not specified below."
"HMS","N31","RG","Community Recreational Centers","Organizations that operate centers which offer, at a single location, a variety of recreational facilities such as athletic fields and courts, a gymnasium, a swimming pool and public lockers. Recreational centers usually offer an organized program of activities for community residents and provide all necessary equipment."
"HMS","N32","RG","Parks & Playgrounds","Organizations that develop, maintain and make available to the general public recreational areas which are equipped with athletic fields and courts, campgrounds, picnic areas and a variety of recreational trails such as bridle trails, hiking trails, off-the-road vehicle trails and snowmobile trails."
"HMS","N40","RG","Sports Associations & Training Facilities","Organizations such as intercollegiate athletic associations that promote athletic competition among member schools. Also includes separately organized private educational institutions that provide instruction in a particular sport or recreational activity."
"HMS","N50","RG","Recreational Clubs","Organizations that make available to members and their guests and facilities for recreational activities, sports and games. Also included are social clubs that provide opportunities for people to meet and socialize with their peers at dances, parties, picnics, barbecues and other companionable events; and special interest clubs which enable people to share hobbies or other interests with individuals with those same interests. \[Many of these are 501(c)(7) organizations.\]"
"HMS","N52","RG","Fairs","Organizations that sponsor, organize and promote fairs and festivals. Includes collectible/antique fairs, county and state fairs, street fairs, festivals, parades, and other similar activities during religious and patriotic holidays and other special occasions."
"HMS","N60","RG","Amateur Sports","Organizations that provide opportunities for people of all ages to learn, become competitive in and enjoy the organized recreational activity, sport or game of their choice. These programs may be offered by local clubs devoted to a particular activity or sport; may provide individual or team coaching assistance or instruction, access to equipment and facilities, and uniforms, if necessary; and may sponsor or make arrangements for athletes to participate in amateur competitions, usually at the local or regional level, and provide officials for games. These events are generally for the enjoyment of the athletes and are not at a high enough competitive level to be considered spectator sports."
"HMS","N61","RG","Fishing & Hunting","Organizations that provide opportunities for people to learn and become competitive in archery; fly or bait fishing; game bird, game fowl, or game animal hunting; fox hunting; and/or the use of firearms on the target range."
"HMS","N62","RG","Basketball","Organizations that provide opportunities for people to learn and become competitive in basketball. basketball equipment, uniforms, and officials for competitions are generally included."
"HMS","N63","RG","Baseball & Softball","Organizations such as Little Leagues that provide opportunities for people to learn and become competitive in baseball or softball. Coaching, access to a baseball field, baseball equipment, uniforms, and managers and umpires for games are generally included."
"HMS","N64","RG","Soccer","Organizations that provide opportunities for people to learn and become competitive in soccer. Coaching, access to a soccer field, soccer equipment, uniforms, and officials for competitions are generally included."
"HMS","N65","RG","Football","Organizations that provide opportunities for people to learn and become competitive in football. Coaching, access to a football field, football equipment, uniforms, and referees for competitions are generally included."
"HMS","N66","RG","Racquet Sports","Organizations that provide opportunities for people to learn and become competitive in tennis, badminton, racquet ball, squash, table tennis and other racquet sports. Coaching, access to courts, equipment and officials for competitions are generally included."
"HMS","N67","RG","Swimming & Other Water Recreation","Organizations that provide opportunities for people to learn and become competitive in swimming, diving, snorkeling, surfing, water skiing, water polo, boating, white water rafting and other water sports. Coaching, access to a swimming pool or other facilities, sports equipment, and officials for competitions are generally included."
"HMS","N68","RG","Winter Sports","Organizations that provide opportunities for people to learn and become competitive in ice hockey, ice skating, alpine and cross-country skiing, sledding/tobogganing and other winter sports. Coaching; access to skating rinks, ski slopes or other facilities; sports equipment; and officials for competitions are generally included."
"HMS","N69","RG","Equestrian","Organizations that provide opportunities for people to learn and become competitive in sports involving horseback riding and jumping. Coaching, access to riding and jumping facilities and officials for competitions are generally included."
"HMS","N6A","RG","Golf","Organizations including public golf courses that provide opportunities for people to learn and become competitive in the game of golf. Coaching, access to a golf course, golf equipment, and officials for competitions are generally included."
"HMS","N70","RG","Amateur Sports Competitions","Organizations that sponsor sports competitions for amateurs at the national, state, or international level or competitions at multiple levels including the international level."
"HMS","N71","RG","Olympics","Organizations that prepare amateur athletes to participate in the Olympics, an international program of sports training and athletic competition which features a variety of sports and games, or in other similar competitions. Included are the national governing bodies for sports that are part of the Olympic and Pan-American Games whose charge is to select, train and manage athletes who represent the U.S. internationally."
"HMS","N72","RG","Special Olympics","Organizations that prepare people to participate in the Special Olympics, an international program of sports training and athletic competition for children and adults with disabilities which features a variety of sports and games, or in other similar competitions."
"HMS","N80","RG","Professional Athletic Leagues","Membership organizations that are engaged in promoting the interests of individuals who are active or who have retired from professional sports."
"HMS","N99","RG","Recreation & Sports N.E.C.","Use this code for organizations that clearly provide recreation, sports, leisure or athletics services where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"HMS","O","Major Group","Youth Development",NA
"HMS","O00","AA","Alliances & Advocacy  (formerly O01)","Organizations whose activities focus on influencing public policy within the Youth Development major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"HMS","O00","MT","Management & Technical Assistance  (formerly O02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Youth Development major group area."
"HMS","O00","PA","Professional Societies & Associations  (formerly O03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Youth Development major group area."
"HMS","O00","RP","Research Institutes & Public Policy Analysis  (formerly O05)","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Youth Development major group area."
"HMS","O00","MS","Single Organization Support  (formerly O11)","Organizations existing as a fund-raising entity for a single institution within the Youth Development major group area."
"HMS","O00","MM","Fund Raising & Fund Distribution  (formerly O12)","Organizations that raise and distribute funds for multiple organizations within the Youth Development major group area."
"HMS","O00","NS","Support N.E.C.  (formerly O19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Youth Development major group area."
"HMS","O20","RG","Youth Centers & Clubs","Organizations that provide supervised recreational and social activities for children and youth of all ages and backgrounds, but particularly for disadvantaged youth, through youth-oriented clubs or centers with the objective of building character and developing leadership and social skills among participants. Use this code for teen centers and clubs other than Boys Clubs, Girls Clubs or Boys and Girls Clubs, e.g., Police Athletic Leagues."
"HMS","O21","RG","Boys Clubs","Organizations specifically designated as Boys Clubs that provide a wide range of supervised activities and delinquency prevention services for children and youth of all ages and backgrounds, but particularly for disadvantaged youth, with the objective of building character and developing leadership and social skills among participants."
"HMS","O22","RG","Girls Clubs","Organizations specifically designated as Girls Clubs that provide a wide range of supervised activities and delinquency prevention services for children and youth of all ages and backgrounds, but particularly for disadvantaged youth, with the objective of building character and developing leadership and social skills among participants."
"HMS","O23","RG","Boys & Girls Clubs","Organizations specifically designated as Boys and Girls Clubs that provide a wide range of supervised activities and delinquency prevention services for children and youth of all ages and backgrounds, but particularly for disadvantaged youth, with the objective of building character and developing leadership and social skills among participants."
"HMS","O30","RG","Adult & Child Matching Programs","Programs, also known as adult/child mentoring programs, that provide male or female adult companionship, guidance and/or role models for young men or women. Use this code for all adult, child matching programs other than Big Brothers or Big Sisters."
"HMS","O31","RG","Big Brothers & Big Sisters","Organizations specifically designated as Big Brothers or Big Sisters that provide male or female adult companionship, guidance and/or role models for young men or women."
"HMS","O40","RG","Scouting","Programs that provide opportunities for children and youth to develop individual and group initiative and responsibility, self-reliance, courage, personal fitness, discipline and other desirable qualities of character through participation in a wide range of organized recreational, educational and civic activities under the leadership of qualified adult volunteers. Use this code for troop type organizations not specifically designated as Boy Scouts of America, Girl Scouts of the U.S.A or Camp Fire."
"HMS","O41","RG","Boy Scouts of America","Organizations specifically designated as Boy Scouts of America troops and councils."
"HMS","O42","RG","Girl Scouts of the U.S.A.","Organizations specifically designated as Girl Scouts of the U.S.A. troops and councils."
"HMS","O43","RG","Camp Fire","Organizations specifically designated as Camp Fire programs."
"HMS","O50","RG","Youth Development Programs","Programs that provide opportunities for children and youth to participate in recreational, cultural, social and civic activities through membership in clubs and other youth groups with a special focus whose purpose is to help youngsters develop their potential and grow into healthy, educated, responsible and productive adults. Use this code for youth development programs not specified below."
"HMS","O51","RG","Youth Community Service Clubs","Organizations like Key Club that provide opportunities for children and youth to make a contribution to their local community through volunteer service projects. The purpose of the organization is to develop leadership skills and good citizenship practices in youngsters who are interested in service to others."
"HMS","O52","RG","Youth Development - Agricultural","Organizations like 4-H Club, and Future Homemakers that emphasize the total development of young people through work on animal, engineering, family/consumer health, resource, plant or social science projects in consultation with their parents and supervising adult volunteers. Members also participate in camping activities, leadership conferences, awards programs and community service activities."
"HMS","O53","RG","Youth Development - Business","Organizations like Junior Achievement that utilize volunteers from the teaching profession, business and industry to provide firsthand information about the business world for children and youth. Some clubs may also initiate small business ventures under the guidance of adult volunteers."
"HMS","O54","RG","Youth Development - Citizenship","Organizations like Youth Republic and Girls Nation that provide opportunities for young people to gain a clear understanding of the process of government and to develop an appreciation for their approaching citizenship responsibilities."
"HMS","O55","RG","Youth Development - Religious Leadership","Organizations like Youth for Christ, Campus Crusade for Christ and Liberal Religious Youth that provide a variety of recreational and social activities for young people with the objective of strengthening their religious values and meeting their spiritual needs as well as supporting their growth and development as individuals."
"HMS","O99","RG","Youth Development N.E.C.","Use this code for organizations that clearly provide youth development services where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"HMS","P","Major Group","Human Services",NA
"HMS","P00","AA","Alliances & Advocacy  (formerly P01)","Organizations whose activities focus on influencing public policy within the Human Services - Multipurpose and Other major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"HMS","P00","MT","Management & Technical Assistance  (formerly P02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Human Services - Multipurpose and Other major group area."
"HMS","P00","PA","Professional Societies & Associations  (formerly P03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Human Services - Multipurpose and Other major group area."
"HMS","P00","RP","Research Institutes & Public Policy Analysis  (formerly P05)","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Human Services - Multipurpose and Other major group area."
"HMS","P00","MS","Single Organization Support  (formerly P11)","Organizations existing as a fund-raising entity for a single institution within the Human Services major group area."
"HMS","P00","MM","Fund Raising & Fund Distribution  (formerly P12)","Organizations that raise and distribute funds for multiple organizations within the Human Services - Multipurpose and Other major group area."
"HMS","P00","NS","Support N.E.C.  (formerly P19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the Human Services - Multipurpose and Other major group area."
"HMS","P20","RG","Human Service Organizations","Organizations that provide a broad range of social services for individuals or families. Use this code for multiservice organizations such as Lutheran Social Services, Catholic Social Services and other community service organizations not specified below that provide a variety of services from throughout the P section or services from the P section in combination with services described in other sections (e.g., an organization that provides family counseling, substance abuse services, employment assistance and services for at - risk youth)."
"HMS","P21","RG","American Red Cross","Separately incorporated, local chapters of the American Red Cross."
"HMS","P22","RG","Urban League","Separately incorporated, local Urban League sites."
"HMS","P24","RG","Salvation Army","Separately incorporated, local Salvation Army sites."
"HMS","P26","RG","Volunteers of America","Separately incorporated, local Volunteers of America sites."
"HMS","P27","RG","Young Mens or Womens Associations","Separately incorporated, local YMCA, YWCA, YMHA, YWHA sites."
"HMS","P28","RG","Neighborhood Centers","Neighborhood-based multipurpose centers that offer, at a single location, a wide variety of services and activities that are structured to meet the needs of the entire community through different programs for different age and interest groups."
"HMS","P29","RG","Thrift Shops","Organizations that offer new or second-hand furniture, appliances, clothing, toys and other material goods at lower than retail prices, and which often use the proceeds from sales to support other services to the community. Thrift shops accept direct donations from the public of new and reusable goods."
"HMS","P30","RG","Children & Youth Services","Organizations that provide a wide variety of informational, social and supportive services for children and youth including runaways and other troubled youth. Use this code for organizations that provide services for children and/or youth that are not specified below."
"HMS","P31","RG","Adoption","Organizations that arrange permanent homes under new legal parentage for individuals whose birth parents are unable or unwilling to provide for their care."
"HMS","P32","RG","Foster Care","Organizations that provide an alternative family living arrangement in agency-supervised family homes for dependent children who have been removed from their homes because of abuse, neglect or abandonment; or for children or adults with disabilities who are unable to live with their birth families or in an independent setting."
"HMS","P33","RG","Child Day Care","Organizations that provide substitute parental care for children during some portion of a twenty-four hour day."
"HMS","P40","RG","Family Services","Organizations that provide a wide variety of social services that are designed to support healthy family development, improve the familys ability to resolve problems and prevent the need for unnecessary placement of children in settings outside the home. Use this code for organizations that provide comprehensive family support services or which offer services other than those specified below."
"HMS","P42","RG","Single Parent Agencies","Organizations like Parents Without Partners that provide supportive services for single parents."
"HMS","P43","RG","Family Violence Shelters","Organizations that provide temporary shelter for women who have experienced domestic violence and for their children."
"HMS","P44","RG","In-Home Assistance","Organizations that provide assistance in performing routine household, yard and personal care activities for frail elderly, disabled or indigent individuals or families whose normal routines have been disrupted by an emergency."
"HMS","P45","RG","Family Services for Adolescent Parents","Organizations that provide pregnancy counseling, maternity home care and other supportive services for pregnant adolescents or adolescents who are parents."
"HMS","P46","RG","Family Counseling","Organizations that offer therapeutic sessions which focus on the system of relationships and communication patterns among family members and which attempt to modify those relationships and patterns to achieve greater harmony. The therapist focuses on the family as a unit rather than concentrating on one of the members who is singled out as the one in need of treatment."
"HMS","P47","RG","Pregnancy Centers","Organizations that provide free and confidential services to women and families facing unplanned pregnancies. Services can include pregnancy testing and physician exams with ultrasound, counseling on pregnancy-related issues, information on STDs, healthcare & community referrals, and help with material goods such as maternity and baby items."
"HMS","P50","RG","Personal Social Services","Organizations that provide a variety of personal social services or which offer personal social services not specified below."
"HMS","P51","RG","Financial Counseling","Organizations that provide advice and guidance for people who need assistance in obtaining credit, obtaining or correcting information in their credit records, reducing their debt burden or managing their financial resources more effectively."
"HMS","P52","RG","Transportation Assistance","Organizations that provide or coordinate free or low-cost transportation services for older adults, people with disabilities, people with medical conditions, people who are indigent, students and other eligible individuals."
"HMS","P58","RG","Gift Distribution","Organizations - like Toys for Tots - that provide, coordinate or raise money and donations for holiday assistance and gift distribution programs, usually but not exclusively organized around holidays."
"HMS","P60","RG","Emergency Assistance","Organizations that provide food, clothing, household goods, cash and other forms of short-term emergency assistance for indigent individuals and families who have insufficient resources to meet their basic needs."
"HMS","P61","RG","Travelers Aid","Organizations that provide supportive services including information and emergency assistance for tourists, travelers or other visitors who are stranded or have encountered other problems."
"HMS","P62","RG","Victims Services","Organizations that provide supportive services for crime victims which may include crisis counseling, medical services, escort services, transportation, child care, financial assistance, protective services, information about the mechanics of court proceedings, assistance with forms to file for reimbursement of crime-related expenses or losses, and/or advice and guidance concerning court appearances."
"HMS","P70","RG","Residential Care & Adult Day Programs","Organizations that provide alternative living arrangements for people who require care, supervision and support on a 24-hour basis or during part of the day. Use this code for organizations that provide residential, custodial care, but the specific nature of the facility is unclear, or which have multiple facilities which fall into more than one category below."
"HMS","P71","RG","Adult Day Care","Organizations that provide personal care for dependent adults or adults with disabilities in a supervised group setting during some portion of a twenty-four hour day. Services may include social and recreational activities, training that is essential for sustaining the activities of daily living and meals, as appropriate."
"HMS","P73","RG","Group Homes","Facilities, usually located in residential neighborhoods, that provide 24-hour non-medical care for individuals with disabilities who need supervision and/or assistance with activities of daily living."
"HMS","P74","RG","Hospices","Organizations that provide palliative and supportive services including medical care, pain and symptom management, home nurse visitation, case management, counseling, and bereavement services for terminally ill people who are in the final stages of their illnesses and for members of their families."
"HMS","P75","RG","Supportive Housing for Older Adults","Residential facilities for older adults who are unable to function in an independent living environment because they need assistance with toileting, bathing, dressing, medication, meals and housekeeping and other activities of daily living, but do not require nursing care on a regular basis."
"HMS","P76","RG","Homes for Children & Adolescents","Organizations that provide alternative living arrangements for children and young adults who require care, supervision and support on a 24-hour basis or during part of the day. Use also for children and youth who have been neglected or abandoned and would benefit from a professionally supervised, structured group environment."
"HMS","P7A","RG","Residential Intellectual and Developmental Disability Facilities (group homes, intermediate care facilities & hospitals)","NULL"
"HMS","P80","RG","Centers to Support the Independence of Specific Populations","Organizations that provide multipurpose centers or services that meet the needs and interests of a particular target population. Use this code for centers or services for special populations not specified below or for facilities that serve multiple special populations."
"HMS","P81","RG","Senior Centers","Organizations that provide or coordinate a wide variety of programs and services that meet the needs and interests of the senior population. Also included are organizations that administer funding for senior services under Title III of the Older Americans Act."
"HMS","P82","RG","Developmentally Disabled Centers","Organizations that provide or coordinate a wide variety of programs and services for people with developmental disabilities."
"HMS","P83","RG","Women's Centers","Organizations that provide or coordinate a wide variety of programs and services that are needed by and of interest to this population."
"HMS","P84","RG","Ethnic & Immigrant Centers","Organizations that provide or coordinate a wide variety of programs and services that are structured to meet the social, educational, economic, recreational and other needs of specific ethnic and/or immigrant groups in ways that are culturally appropriate."
"HMS","P85","RG","Homeless Centers","Organizations that provide supportive services for individuals and families who are homeless or which work with people who are at risk for homelessness in an effort to prevent them from losing their permanent residence."
"HMS","P86","RG","Blind & Visually Impaired Centers","Organizations that provide or coordinate a wide variety of programs and services for people who are blind or have visual impairments."
"HMS","P87","RG","Deaf & Hearing Impaired Centers","Organizations that provide or coordinate a wide variety of programs and services for people who are deaf or have hearing impairments."
"HMS","P88","RG","LGBT Centers","Organizations that provide or coordinate a wide variety of programs and services that meet the needs and interests of people who are lesbian, gay, bisexual, or transgenedered."
"HMS","P99","RG","Human Services N.E.C.","Use this code for organizations that clearly provide human services where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"IFA","Q","Major Group","International, Foreign Affairs & National Security","Private nonprofit organizations whose primary purpose is to provide services or other forms of support to increase mutual understanding across countries, encourage social, economic or political development outside of the U.S., and/or impact national, multilateral or international policies on international issues. (rev. 12/04)"
"IFA","Q00","AA","Alliances & Advocacy  (formerly Q01)","Organizations whose primary purpose is influencing public policy within the International, Foreign Affairs, and National Security major group area. Includes groups employing a activities designed to influence government and international institutional policy, such as, public education and influencing public opinion, public mobilizations, and lobbying."
"IFA","Q00","MT","Management & Technical Assistance  (formerly Q02)","Organizations whose primary purpose is consultation, training, and other forms of management and administrative support services to nonprofit groups within the International, Foreign Affairs, and National Security major group area."
"IFA","Q00","PA","Professional Societies & Associations  (formerly Q03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the International, Foreign Affairs, and National Security major group area."
"IFA","Q00","RP","Research Institutes & Public Policy Analysis  (formerly Q05)","Organizations whose primary purpose is to conduct research and/or public policy analysis within the International, Foreign Affairs, and National Security major group area."
"IFA","Q00","MS","Single Organization Support  (formerly Q11)","Organizations existing as a fund-raising entity for a single institution within the International, Foreign Affairs & National Security major group area."
"IFA","Q00","MM","Fund Raising & Fund Distribution  (formerly Q12)","Organizations that raise and distribute funds for multiple organizations within the International, Foreign Affairs, and National Security major group area."
"IFA","Q00","NS","Support N.E.C.  (formerly Q19)","Organizations that provide all forms of support except for financial assistance or fund raising for other organizations within the International, Foreign Affairs and National Security major group area."
"IFA","Q20","RG","Promotion of International Understanding","Organizations whose primary purpose is to promote international understanding through activities, such as events, forums, trainings, and exchanges, which enable people to develop an appreciation for other societies, their traditions and culture. Use this code for organizations that provide a wide variety of organizations relating to the promotion of international understanding or which offer specific programs not specified below."
"IFA","Q21","RG","International Cultural Exchange","Organizations whose primary purpose is to provide international cultural educational experiences abroad and/or sponsor international cultural events (e.g., touring performing arts troupes) that are designed to increase understanding of other societies through the arts and humanities."" Also use this code for financial support for museums and other cultural institutions outside of the United States."
"IFA","Q22","RG","International Academic Exchange","Organizations that provide opportunities for high school students from foreign countries to live with an approved family in the United States and attend an American high school for one semester or one year in exchange for American students living and attending school in their country during the same period of time."
"IFA","Q23","RG","International Exchange N.E.C.","Organizations whose primary purpose is to provide international living experiences for individuals and families by arranging job exchanges, residence exchanges and other similar opportunities."
"IFA","Q30","RG","International Development","Organizations whose primary purpose is to provide technical assistance training and material resources to support the capacity-building efforts of nations outside the U. S. with a focus on agricultural and rural development, health, education, social welfare, small business development and industrial growth. Use this code for organizations that provide a wide range of international development and/or relief services or those not specified below."
"IFA","Q31","RG","International Agricultural Development","Organizations that provide information, technical assistance and support to developing countries regarding the planting, nurturing, protection and utilization of agricultural products with the objective of increasing the productivity of their cultivated land and improving their food supply."
"IFA","Q32","RG","International Economic Development","Organizations that provide technical assistance and training, loans and loan guarantees and other forms of support to stimulate the economy, expand employment opportunities, encourage the establishment and growth of commerce and industry and otherwise enhance the economic development of countries outside the United States."
"IFA","Q33","RG","International Relief","Organizations that work to relieve poverty in developing countries by providing funds, technical assistance and supplies which improve the health, education, welfare, social well-being and self-reliance of individuals and families. Also included are organizations that provide relief services in response to a major disaster or large-scale emergency that occurs abroad."
"IFA","Q34","RG","International Educational Development ","Organizations whose primary purpose is to educate individuals, provide financial support for educational institutions and other forms of material support for students and institutions in countries outside the United States."
"IFA","Q35","RG","International Democracy & Civil Society Development","Organizations whose primary purpose is to carry out programs that support the development of democracy and civil society in countries outside of the United States. Includes organizations that provide assistance in election planning and administration, election law development, political party development, constitutional development, and voter and civic education, which may include training of government and civic leaders. Also includes organizations that promote a supportive legal and regulatory environment for civil society and otherwise strengthen civil society actors and organizations as a group."
"IFA","Q36","RG","International Science & Technology Development ","Organizations whose primary purpose is to provide technical assistance, training, and other forms of support to encourage the development of appropriate technologies, science and technology transfer, and technological capability building of countries outside the United States."
"IFA","Q38","RG","International Environment, Population & Sustainability ","Organizations whose primary purpose is to protect the environment and create a sustainable world by addressing issues such as cross national concerns and advocacy and research on environmental and population policy."
"IFA","Q39","RG","International Health Development ","Organizations whose primary purpose is to provide health assistance and training, loans and loan guarantees, financial and other material support for hospitals, medical services for countries outside the United States."
"IFA","Q40","RG","International Peace & Security","Organizations that promote harmony and understanding among nations either globally or in a particular region of the world and/or engage in activities that promote peaceful ways of managing and settling international conflicts. Use this code for organizations that promote international peace in a general way or which have specific programs devoted to international peace and security other than those specified below."
"IFA","Q41","RG","Arms Control & Peace","Organizations that promote control of nuclear, biological, chemical and conventional weapons development and proliferation."
"IFA","Q42","RG","United Nations Associations","Organizations whose activities relate specifically to the United Nations."
"IFA","Q43","RG","National Security","Organizations that conduct studies on major national security topics including the U.S. armed forces, weapons decisions, deployment policies and the security aspects of U.S. foreign relations; monitor legislation on national security issues; advocate for specific defense policies and expenditures; and engage in other activities related to the security of the United States."
"IFA","Q50","RG","International Affairs, Foreign Policy, & Globalization","Organizations that conduct studies on foreign policy, national security, regional affairs and international energy, economic, and trade policies; monitor foreign policy legislation; hold conferences seminars and debates to expand interest in international issues and promote understanding of US foreign policy and international affairs; address problems of globalization; publish journals, newsletters, and other materials addressing foreign policy issues; and engage in other activities relating to foreign policy."
"IFA","Q51","RG","International Economic & Trade Policy","Organizations whose primary purpose is promote world trade and strengthen international trade and investment position of the US, states and localities. Services may include analyses of the competitiveness of specific industries, development of trade policies, negotiating market access for US companies and promoting exports through trade missions, shows, and fairs in major overseas markets."
"IFA","Q70","RG","International Human Rights","Organizations that work to protect individuals around the world from denial of civil rights and liberties or other arbitrary governmental interference, harassment, or abuse due to their political or religious beliefs."
"IFA","Q71","RG","International Migration & Refugee Issues","Organizations that monitor and inform the public about the world refugee situation; review refugee-related legislation; and advocate for specific policies relating to the plight of refugees in other countries. Also included are organizations that raise money to enable refugees to leave their own countries and migrate to foreign countries of their choice; or provide aid to refugees who have left their country of origin and are residing in another country outside the United States."
"IFA","Q99","RG","International, Foreign Affairs & National Security N.E.C.","Use this code for organizations that clearly provide services related to international affairs where the major purpose is unclear enough that a more specific code cannot be accurately assigned."
"PSB","R","Major Group","Civil Rights, Social Action & Advocacy","Private nonprofit organizations whose primary purpose is to protect and promote the broad civil rights of groups and civil liberties of individuals, to work for the realization of specific social or political goals or to encourage the participation of people in the public policy debate."
"PSB","R00","AA","Alliances & Advocacy  (formerly R01)","Organizations whose activities focus on influencing public policy within the Civil Rights, Social Action, Advocacy major group area. Includes a variety of activities from public education and influencing public opinion to lobbying national and state legislatures."
"PSB","R00","MT","Management & Technical Assistance  (formerly R02)","Consultation, training, and other forms of management assistance services to nonprofit groups within the Civil Rights, Social Action, Advocacy major group area."
"PSB","R00","PA","Professional Societies & Associations  (formerly R03)","Learned societies, professional councils, and other organizations that bring together individuals or organizations with a common professional or vocational interest within the Civil Rights, Social Action, Advocacy major group area."
"PSB","R00","RP","Research Institutes & Public Policy Analysis  (formerly R05)","Organizations whose primary purpose is to conduct research and/or public policy analysis within the Civil Rights, Social Action, Advocacy major group area."
"PSB","R00","MS","Single Organization Support  (formerly R11)","Organizations existing as a fund-raising entity for a single institution within the Civil Rights, Social Action & Advocacy major group area."
